Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
14971ramipril 25 mg mylan cpr séc,"RAMIPRIL MYLAN  2,5 MG BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE",1,1,1,309486,3400937300704,3400892797076,309486,3730070,3400937300704,9279707,3400892797076
16803tamsulosine lp 04 mg mylan gélule à libération prolongée,"TAMSULOSINE MYLAN LP 0,4 MG BOITE DE 30 GELULES CONDITIONNEMENT UNITAIRE",1,1,1,309508,3400937076807,3400892826325,309508,3707680,3400937076807,9282632,3400892826325
14320oxycodone lp 5 mg mylan cpr à libération prolongée,OXYCODONE MYLAN LP  5 MG BOITE DE 28 CP PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,334172,3400927889080,3400894039006,334172,2788908,3400927889080,9403900,3400894039006
14321oxycodone lp 10 mg mylan cpr à libération prolongée,OXYCODONE MYLAN LP 10 MG BOITE DE 28 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,334173,3400927889370,3400894038634,334173,2788937,3400927889370,9403863,3400894038634
14322oxycodone lp 20 mg mylan cpr à libération prolongée,OXYCODONE MYLAN LP 20 MG BOITE DE 28 CP PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,334174,3400927889721,3400894038863,334174,2788972,3400927889721,9403886,3400894038863
14323oxycodone lp 40 mg mylan cpr à libération prolongée,OXYCODONE MYLAN LP 40 MG BOITE DE 28 CP PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,334175,3400927890031,3400894038924,334175,2789003,3400927890031,9403892,3400894038924
14324oxycodone lp 80 mg mylan cpr à libération prolongée,OXYCODONE MYLAN LP 80 MG BOITE DE 28 CP PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,334176,3400927888601,3400894039174,334176,2788860,3400927888601,9403917,3400894039174
14954alprazolam 025 mg mylan cpr séc,"ALPRAZOLAM MYLAN 0,25 MG FLACON DE 100 COMPRIMES SECABLES VRAC POUR PDA",0,1,1,352932,3400934837661,3400892075532,352932,5618199,3400956181995,9207553,3400892075532
14955alprazolam 05 mg mylan cpr séc,"ALPRAZOLAM MYLAN 0,50 MG FLACON DE 100 COMPRIMES SECABLES VRAC POUR PDA",0,1,1,352948,3400934832529,3400892075761,352948,5618213,3400956182138,9207576,3400892075761
14966pantoprazole 20 mg mylan pharma cpr gastrorésistant,PANTOPRAZOLE VIATRIS 20 MG FLACON DE 28 COMPRIMES VRAC POUR PDA,0,1,1,353060,3400939320694,3400893317150,353060,3013325,3400930133255,9002307,3400890023078
14967pantoprazole 40 mg mylan pharma cpr gastrorésistant,PANTOPRAZOLE MYLAN 40 MG FLACON DE 28 COMPRIMES VRAC POUR PDA,0,1,1,353061,3400939307510,3400893317211,353061,3927128,3400939271286,9331721,3400893317211
23979ramipril 25 mg mylan cpr séc,"RAMIPRIL MYLAN  2,5 MG FLACON DE 30 COMPRIMES SECABLES VRAC POUR PDA",1,1,1,353088,3400937006729,3400892797076,353088,3700672,3400937006729,9279707,3400892797076
14972ramipril 5 mg mylan cpr séc,RAMIPRIL MYLAN  5 MG FLACON DE 30 COMPRIMES SECABLES VRAC POUR PDA,0,1,1,353089,3400937007269,3400892797137,353089,3700761,3400937007610,9279713,3400892797137
19471ranitidine 150 mg mylan cpr,RANITIDINE MYLAN 150 MG BOITE DE 30 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,0,1,1,356179,3400834660062,3400892003153,356179,,,9200315,3400892003153
18048ranitidine 300 mg mylan cpr,RANITIDINE MYLAN 300 MG BOITE DE 14 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,0,1,1,356180,3400934747960,3400892040004,356180,,,9204000,3400892040004
16466quetiapine lp 300 mg mylan pharma cpr à libération prolongée,QUETIAPINE MYLAN  LP 300 MG BOITE DE 60 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,356207,3400930010310,3400894082347,356207,3001033,3400930010334,9408234,3400894082347
18745alginate sodium bicar sodium 500 mg267 mg mylan susp buv sachet 10 ml,ALGINATE DE SODIUM / BICARBONATE DE SODIUM 500 MG / 267 MG MYLAN ( GAVISCON ) STICK SUSPENSION BUVABLE BOITE DE 24 SACHETS CONDITIONNEMENT UNITAIRE,1,1,1,356209,3400927909924,3400894089902,356209,2790992,3400927909924,9408990,3400894089902
16078izalgi 500 mg25 mg gélule,IZALGI 500 MG / 25 MG BOITE DE 100 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,356695,3400955003182,3400893912614,356695,5500318,3400955003182,9391261,3400893912614
15666duloxetine 60 mg mylan pharma gélule gastrorésistante,DULOXETINE MYLAN 60 MG BOITE DE 28 GELULES GASTRO-RESISTANTE CONDITIONNEMENT UNITAIRE,1,1,1,356703,3400930026793,3400894180661,356703,3002679,3400930026793,9418066,3400894180661
16767pregabaline 75 mg mylan gélule,PREGABALINE MYLAN  75 MG BOITE DE 56 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,370954,3400930018163,3400894101420,370954,3001816,3400930018163,9410142,3400894101420
16761pregabaline 100 mg mylan gélule,PREGABALINE MYLAN 100 MG BOITE DE 84 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,370959,3400930018187,3400894100768,370959,3001818,3400930018187,9410076,3400894100768
16762pregabaline 150 mg mylan gélule,PREGABALINE MYLAN 150 MG BOITE DE 56 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,370961,3400930018200,3400894100829,370961,3001820,3400930018200,9410082,3400894100829
16763pregabaline 200 mg mylan gélule,PREGABALINE MYLAN 200 MG BOITE DE 84 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,370962,3400930018224,3400894100997,370962,3001822,3400930018224,9410099,3400894100997
16765pregabaline 300 mg mylan gélule,PREGABALINE MYLAN 300 MG BOITE DE 56 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,370964,3400930018248,3400894101130,370964,3001824,3400930018248,9410113,3400894101130
23976paracetamol 1 g mylan cpr séc,PARACETAMOL MYLAN  1G FLACON DE 80 COMPRIMES SECABLES VRAC POUR PDA,0,1,1,377669,3400930040669,3400893109953,377669,5501475,3400955014751,9310995,3400893109953
23978paracetamol 500 mg mylan cpr,PARACETAMOL MYLAN 500 MG FLACON DE 100 COMPRIMES VRAC POUR PDA,0,1,1,377782,3400933516390,3400892064017,377782,5500774,3400955007746,9206401,3400892064017
23974furosemide 20 mg mylan cpr séc,FUROSEMIDE MYLAN 20 MG FLACON DE 30 COMPRIMES SECABLES VRAC POUR PDA,1,1,1,379384,3400930061121,3400892708249,379384,3006112,3400930061121,9270824,3400892708249
17628furosemide 40 mg mylan cpr séc,FUROSEMIDE MYLAN 40 MG FLACON DE 30 COMPRIMES SECABLES VRAC POUR PDA,0,1,1,379385,3400936476998,3400892652146,379385,3006113,3400930061138,9265214,3400892652146
24177pantoprazole 20 mg mylan pharma cpr gastrorésistant,PANTOPRAZOLE MYLAN  20 MG BOITE DE 70 COMPRIMES GASTRO-RESISTANTS CONDITIONNEMENT UNITAIRE,1,1,1,397042,3400955027997,3400893317150,397042,5502799,3400955027997,9331715,3400893317150
20813talmanco 20 mg cpr,TALMANCO 20 MG BOITE DE 56 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,411198,3400930080986,3400894254805,411198,3008098,3400930080986,9425480,3400894254805
23975mirtazapine 15 mg mylan cpr,MIRTAZAPINE MYLAN 15 MG FLACON DE 30 COMPRIMES PELLICULES VRAC POUR PDA,1,1,1,421677,3400930061787,3400892967691,421677,3006178,3400930061787,9296769,3400892967691
23968acide folique 5 mg mylan cpr,ACIDE FOLIQUE MYLAN 5 MG FLACON DE 500 COMPRIMES PELLICULES VRAC POUR PDA,0,1,1,500152,3400927842016,3400894299288,500152,5865532,3400958655326,9429928,3400894299288
23963ivermectine 3 mg mylan cpr,IVERMECTINE MYLAN 3 MG BOITE DE 4 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,500162,3400930146927,3400894388159,500162,3014692,3400930146927,9438815,3400894388159
22175influvac tetra susp inj srg 05 ml,"INFLUVAC TETRAVALENT 0,5 ML INJ BOITE DE 1 SERINGUE -- GRIPPE SAISONNIERE 2024-2025",1,1,1,510769,3400930117712,3400894338703,510769,3011771,3400930117712,9433870,3400894338703
23960clindamycine 300 mg mylan gélule,CLINDAMYCINE MYLAN 300 MG BOITE DE 16 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,513659,3400930147566,3400894394761,513659,3014756,3400930147566,9439476,3400894394761
20497xeomin 100 u pdr pr sol inj,XEOMIN 100 U.I DL50 POUDRE POUR SOLUTION INJECTABLE BOITE DE 1 FLACON,1,1,1,224802,3400957188603,3400893105061,224802,5718860,3400957188603,9310506,3400893105061
662baclofene 10 mg zentiva cpr séc,BACLOFENE ZENTIVA 10 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,2818,3400936743199,3400892697789,24607,3674319,3400936743199,9269778,3400892697789
18695levothyrox 75 ug cpr séc,LEVOTHYROX   75 MCG COMPRIMES SECABLES BOITE DE 30 COMPRIMES SECABLES,1,1,0,2885,3400930065785,3400894232742,24662,3006578,3400930065785,9423274,3400894232742
18658levothyrox 150 ug cpr séc,LEVOTHYROX  150 MCG  COMPRIMES SECABLES BOITE DE 30 COMPRIMES SECABLES,1,1,0,2888,3400930066188,3400894232223,24665,3006618,3400930066188,9423222,3400894232223
18720levothyrox 175 ug cpr séc,LEVOTHYROX  175 MCG  COMPRIMES SECABLES BOITE DE 30 COMPRIMES SECABLES,1,1,0,2889,3400930066249,3400894232391,24666,3006624,3400930066249,9423239,3400894232391
4839flammazine 1 crème tube 50 g,FLAMMAZINE 1 %  50 GR CREME BOITE DE 1 TUBE HOP,1,1,0,3786,3400932070268,3400890351416,25637,3207026,3400932070268,9035141,3400890351416
6015sodium bicarbonate 14 renaudin sol inj amp 10 ml,SODIUM BICARBONATE 140 MG 10 ML  BOITE DE 100 AMPOULES,1,1,0,98,3400956806140,3400892808925,21768,5680614,3400956806140,9280892,3400892808925
84pyridoxine 250 mg5 ml renaudin sol inj amp,PYRIDOXINE 250 MG 5 ML  BOITE DE 10 AMPOULES,1,1,0,4583,3400936430525,3400892620787,24788,3643052,3400936430525,9262078,3400892620787
0000423furosemide 250 mg25 ml renaudin sol inj amp,FUROSEMIDE RENAUDIN 250 MG 25 ML  BOITE DE 10 AMPOULES,1,1,0,4588,3400956401062,3400892426211,23637,5640106,3400956401062,9242621,3400892426211
19867nalbuphine 20 mg2 ml renaudin sol inj amp,NALBUPHINE 20 MG 2 ML  BOITE DE 10 AMPOULES,1,1,0,4592,3400935831668,3400892379852,22570,3583166,3400935831668,9237985,3400892379852
176normacol lavement ad sol rect récipient unidose 130 ml,NORMACOL LAVEMENT ADULTE 130 ML BOITE  DE 1 FLACON,1,1,0,2546,3400931307372,3400890635806,24316,3130737,3400931307372,9063580,3400890635806
6576movicol pdr pr sol buv sachet,"MOVICOL ADULTE 13,8 GR CITRON BOITE DE 20 SACHETS",1,1,0,2560,3400934001024,3400891777635,24330,3400102,3400934001024,9177763,3400891777635
7612dantrium 20 mg lyophilisat pr sol inj iv,DANTRIUM INTRAVEINEUX 20 MG LYOPHILISAT POUR PREPARATION INJECTABLE BOITE DE 1 FLACON,1,1,0,2822,3400955487319,3400891350906,24611,5548731,3400955487319,9135090,3400891350906
8313skiacol 05 collyre récipient unidose 05 ml,"SKIACOL 0,50 % 0,5 ML COLLYRE   BOITE  DE 1 FLACON",1,1,0,-,3400932162901,3400890841689,26136,3216290,3400932162901,9084168,3400890841689
881etomidate lipuro 20 mg10 ml émulsion inj amp,ETOMIDATE LIPURO 2 MG/ ML VERRE BOITE DE 10 AMPOULES,1,1,0,191,3400956143795,3400892014678,21866,5614379,3400956143795,9201467,3400892014678
8034metronidazole 1 g200 ml b braun sol pr perf poche,METRONIDAZOLE BRAUN  1000MG / 200ML ECOFLAC BOITE DE 20 FLACONS,1,1,0,1360,3400956124985,3400892098074,23041,5612498,3400956124985,9209807,3400892098074
1767stresam 50 mg gélule,STRESAM  50 MG BOITE DE 60 GELULES SOUS PLAQUETTES THERMOFORMEES,1,1,0,3414,3400932285778,3400890882903,25219,3228577,3400932285778,9088290,3400890882903
6018immunoglobuline humaine de lhepatite b 100 iu1 ml lfb sol inj im srg,IMMUNOGLOBULINE HEPATITE B IM  LFB 100 UI/1 ML  BOITE DE 1 SERINGUE,1,1,0,1825,3400958157646,3400893850947,23561,5815764,3400958157646,9385094,3400893850947
6387gammatetanos 250 iu2 ml sol inj im srg,GAMMATETANOS    250 UI/2 ML BOITE DE 1 SERINGUE FH,1,1,0,1829,3400932892198,3400891204445,23565,3289219,3400932892198,9120444,3400891204445
6173clottafact 15 g100 ml pdr et solv pr sol inj flac  flac,"CLOTTAFACT    1,5 GR/100 ML  BOITE DE 1 FLACON",1,1,0,1871,3400957497194,3400893326206,23611,5749719,3400957497194,9332620,3400893326206
134hydrocortisone 100 mg2 ml upjohn pdr et solv pr sol inj flac  amp,HYDROCORTISONE UPJOHN 100 MG BOITE DE 1 FLACON,1,1,0,963,3400932141159,3400890452632,22679,3214115,3400932141159,9045263,3400890452632
470speciafoldine 5 mg cpr,SPECIAFOLDINE 5 MG  BOITE DE 20 COMPRIMES  FH,1,1,0,1692,3400930408919,3400890870665,23425,3040891,3400930408919,9087066,3400890870665
135lthyroxine 150 ugml serb sol buv en gouttes flac 15 ml,"L-THYROXINE SERB 0,15MG / ML 15 ML SOLUTION BUVABLE BOITE DE 1 FLACON",1,1,0,2892,3400938112658,3400893036532,24669,3811265,3400938112658,9303653,3400893036532
0001745mysoline 250 mg cpr séc,MYSOLINE 250 MG BOITE DE 50 COMPRIMES - H,1,1,0,3169,3400930698259,3400890607421,24956,3069825,3400930698259,9060742,3400890607421
1750parkinane lp 5 mg gélule à libération prolongée,PARKINANE L.P. 5 MG BOITE DE 20 GELULES,1,1,0,4803,3400931747239,3400890677509,25041,3174723,3400931747239,9067750,3400890677509
9319loxapac 25 mgml sol buv flac 30 ml,LOXAPAC  25 MG/ML  30 ML SOLUTION BUVABLE BOITE DE 1 FLACON,1,1,0,4805,3400932334209,3400890551847,25156,3233420,3400932334209,9055184,3400890551847
869catapressan 015 mg1 ml sol inj amp,"CATAPRESSAN  0,15 MG/1 ML BOITE DE 10 AMPOULES",1,1,0,2050,3400935513212,3400890168243,23809,3551321,3400935513212,9016824,3400890168243
5428colchicine 1 mg opocalcium cpr séc,COLCHICINE 1 MG BOITE DE  20 COMPRIMES SECABLES,1,1,0,2808,3400936275096,3400892565408,24596,3627509,3400936275096,9256540,3400892565408
13776cyproterone acetate 50 mg arrow cpr séc,ACETATE DE CYPROTERONE ARROW  50 MG BOITE DE 20 COMPRIMES SECABLES CONDITIONNEMENT UNITAIRE,1,1,0,212613,3400938844368,3400893238394,597282,3884436,3400938844368,9323839,3400893238394
606lidocaine 5 aguettant sol pr pulv buccale flac 20 ml,LIDOCAINE AGUETTANT 5 % NEBULISEUR  ET CANULE COURTE 20 ML BOITE DE 5 FLACONS,1,1,0,121,3400935117069,3400892158259,21792,3511706,3400935117069,9215825,3400892158259
53adrenaline 1 mg1 ml aguettant sol inj amp,ADRENALINE AGUETTANT  1 MG / 1 ML BOITE DE  10 AMPOULES ,1,1,0,257,3400931953173,3400890013208,21942,3195317,3400931953173,9001320,3400890013208
76noradrenaline 8 mg4 ml ss sulfites aguettant sol à diluer pr perf amp,NORADRENALINE TARTRATE AGUETTANT 8 MG / 4 ML BOITE DE 10 AMPOULES BOUTEILLES,1,1,0,263,3400956093557,3400891957617,21949,5609355,3400956093557,9195761,3400891957617
71morphine chlorhydrate 10 mg1 ml aguettant sol inj amp,MORPHINE CHL. 1% 10 MG / 1ML SANS CONSERVATEUR BOITE DE 10 AMPOULES BOUTEILLES,1,1,0,876,3400936910683,3400892740874,22586,3691068,3400936910683,9274087,3400892740874
72morphine chlorhydrate 50 mg5 ml aguettant sol inj amp,MORPHINE CHL. 1% 50 MG/ 5ML SANS CONSERVATEUR BOITE DE 10 AMPOULES BOUTEILLES,1,1,0,881,3400936911055,3400892741017,22591,3691105,3400936911055,9274101,3400892741017
0000070morphine chlorhydrate 100 mg10 ml aguettant sol inj amp,MORPHINE CHL. 1% 100 MG / 10ML SANS CONSERVATEUR BOITE DE 10 AMPOULES BOUTEILLES,1,1,0,882,3400936911635,3400892740935,22592,3691163,3400936911635,9274093,3400892740935
85zinc 10 mg10 ml aguettant sol à diluer pr perf flac,ZINC INJECTABLE 10 MG / 10 ML BOITE 10 FLACONS,1,1,0,4716,3400933341442,3400891293852,22085,3334144,3400933341442,9129385,3400891293852
847fungizone 10 susp buv flac 40 ml,FUNGIZONE 100 MG SUSPENSION BUVABLE BOITE DE 1 FLACON,1,1,0,1422,3400930418673,3400890367035,23106,3041867,3400930418673,9036703,3400890367035
854questran 4 g pdr orale sachet,QUESTRAN 4 GR BOITE DE 50 SACHETS,1,1,0,2128,3400931502722,3400890776653,23888,3150272,3400931502722,9077665,3400890776653
5096coumadine 2 mg cpr séc,COUMADINE 2 MG BOITE DE 20 CP,1,1,0,4432,3400930264546,3400890226295,23485,3026454,3400930264546,9022629,3400890226295
6255coumadine 5 mg cpr séc,COUMADINE 5 MG BOITE DE 30 CP,1,1,0,4433,3400935693099,3400892315867,23486,3569309,3400935693099,9231586,3400892315867
848hydrea 500 mg gélule,HYDREA 500 MG BLISTER PREDECOUPE BOITE DE 20 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,4865,3400930512685,3400890450041,23476,3051268,3400930512685,9045004,3400890450041
864sophidone lp 4 mg gélule à libération prolongée,SOPHIDONE LP  4 MG BOITE DE 14 GELULES CONDITIONNEMENT UNITAIRE,1,1,0,912,3400934890130,3400892063065,22629,3489013,3400934890130,9206306,3400892063065
4791oxycontin lp 80 mg cpr à libération prolongée,OXYCONTIN LP  80 MG BOITE DE 28 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,4929,3400935429483,3400892351308,22628,3542948,3400935429483,9235130,3400892351308
46suppositoire a la glycerine gifrer ad suppo,GLYCERINE SUPPOSITOIRES ADULTE CARTON DE 10 BOITES DE   10 SUPPOSITOIRES BLISTER,1,1,0,2421,3400933927042,3400891870466,24350,3392704,3400933927042,9187046,3400891870466
47suppositoire a la glycerine gifrer nour suppo,GLYCERINE SUPPOSITOIRES BEBE CARTON DE 10 BOITES DE 10 SUPPOSITOIRES BLISTER,1,1,0,2593,3400933915445,3400891870756,24352,3391544,3400933915445,9187075,3400891870756
7822chlorhexidine alcoolique 05 gilbert healthcare sol pr appli cutanée flac 125 ml,"CHLORHEXIDINE ALCOOLIQUE INCOLORE 0,5 %  125 ML BOITE DE 1 FLACON",1,1,0,3947,3400934443411,3400892008585,25788,3444341,3400934443411,9200858,3400892008585
43eau oxygenee 10 volumes gilbert flac plast 250 ml,EAU OXYGENEE GILBERT 10V  250 ML BOITE DE 1 FLACON PLASTIQUE,1,1,0,4005,3400933160111,3400891355468,25854,3316011,3400933160111,9135546,3400891355468
22622eau oxygenee 10 volumes gilbert sol pr appli cutanée récipient unidose 10 ml,EAU OXYGENEE GILBERT 10V   10 ML BOITE DE 10 DOSES,1,1,0,83337,3400936157590,3400892505084,83338,3615759,3400936157590,9250508,3400892505084
4907cerulyse 5 g100 g sol pr instil auriculaire flac 10 ml,CERULYSE  10 ML SOLUTION AURICULAIRE BOITE DE 10 FLACONS,1,1,0,4136,3400930200490,3400890180597,25989,3020049,3400930200490,9018059,3400890180597
13190miochole 20 mg2 ml pdr et solv pr sol inj flac  amp,MIOCHOLE 20 MG / 2 ML SOLUTION INTRA OCULAIRE BOITE DE 10 FLACONS,1,1,0,4331,3400956768257,3400892905549,26185,5676825,3400956768257,9290554,3400892905549
1785indocollyre 01 collyre récipient unidose 035 ml,"INDOCOLLYRE 0,1 % 0,35 ML BOITE DE 20 UNIDOSES",1,1,0,4337,3400934646683,3400891962529,26191,3464668,3400934646683,9196252,3400891962529
822scopolamine bromhydrate 05 mg2 ml cooper sol inj amp,"SCOPOLAMINE 0,5MG/2ML B10 COOPER",1,1,0,2415,3400934763298,3400892074061,643600,3476329,3400934763298,9207406,3400892074061
4846mag 2 pdr pr sol buv sachet,MAG 2 POUDRE ORALE  BOITE  DE 30 SACHETS HOP,1,1,0,3083,3400933258207,3400891554021,24857,3325820,3400933258207,9155402,3400891554021
14912dakin stabilise cooper sol pr appli cutanée flac 60 ml,DAKIN COOPER STABILISE CARTON DE 24 FLACONS DE 60 ML,1,1,0,4012,3400934117848,3400891894998,25863,3411784,3400934117848,9189499,3400891894998
814dakin stabilise cooper sol pr appli cutanée flac 250 ml,DAKIN COOPER STABILISE CARTON DE 24 FLACONS DE 250  ML,1,1,0,4013,3400933145262,3400891412802,25864,3314526,3400933145262,9141280,3400891412802
813alcool modifie cooper sol pr appli cutanée flac 250 ml,ALCOOL MODIFIE HOPITAL 250 ML BOITE DE 24 FLACONS,1,1,0,4043,3400934316579,3400891954364,25894,3431657,3400934316579,9195436,3400891954364
6437diamox 250 mg cpr séc,DIAMOX 250 MG  BOITE DE 24 COMPRIMES,1,1,0,4393,3400930305270,3400890263436,26248,3030527,3400930305270,9026343,3400890263436
519transipeg 59 g pdr pr sol buv sachet,"TRANSIPEG  5,90 GR BOITE DE 20 SACHETS",1,1,0,2562,3400934424021,3400892026107,589114,3442402,3400934424021,9202610,3400892026107
808tanganil 500 mg5 ml sol inj iv amp,TANGANIL 500 MG / 5 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULES,1,1,0,3266,3400932722594,3400890904766,25070,3272259,3400932722594,9090476,3400890904766
3218mycoster 1 crème tube 30 g,MYCOSTER 1% CREME TUBE DE 30 G,1,1,0,3812,3400932557462,3400891168273,25665,3255746,3400932557462,9116827,3400891168273
16783glycerol vaseline paraffine 1582 pierre fabre sante crème tube 250 g,GLYCEROL/VASELINE/PARAFFINE (DEXERYL) PIERRE FABRE SANTE CREME 250 GR BOITE DE 1 TUBE,1,1,0,3870,3400926674359,3400894102250,25720,2667435,3400926674359,9410225,3400894102250
130eludril 05 ml05 g100 ml sol pr bain de bche flac 90 ml,ELUDRIL GE 90 ML BOITE DE 1 FLACON AVEC GOBELET DOSEUR,1,1,0,4144,3400936895744,3400893527177,25997,3689574,3400936895744,9352717,3400893527177
12362tareg 80 mg cpr,TAREG   80 MG BOITE DE 30 COMPRIMES PELLICULES,1,1,0,2009,3400938154641,3400892360812,23763,3815464,3400938154641,9236081,3400892360812
8223tobrex 03 pommade ophtalmique tube 5 g,"TOBREX 0,3% 5 GR POMMADE BOITE  DE 1 TUBE",1,1,0,4158,3400932805372,3400891255423,26011,3280537,3400932805372,9125542,3400891255423
8192tobradex collyre flac 5 ml,TOBRADEX 5 ML COLLYRE   BOITE DE 1 FLACON,1,1,0,4206,3400934429972,3400892013619,26056,3442997,3400934429972,9201361,3400892013619
171azopt 10 mgml collyre flac 5 ml,AZOPT 10 MG ML 5 ML COLLYRE   BOITE DE 1 FLACON,1,1,0,4260,3400935434975,3400892205717,26110,3543497,3400935434975,9220571,3400892205717
13678humalog 100 iuml sol inj flac 10 ml,HUMALOG 100 UI/ML 10 ML   BOITE DE 1 FLACON,1,1,0,2927,3400934142680,3400892151915,24708,3414268,3400934142680,9215191,3400892151915
13687humalog 100 iuml sol inj cart 3 ml,HUMALOG 100 UI/ML  3  ML BOITE DE 5 CARTOUCHES,1,1,0,2948,3400934373930,3400892033259,24731,3437393,3400934373930,9203325,3400892033259
2999umuline nph 100 iuml susp inj stylo 3 ml kwikpen,UMULINE NPH KWIKPEN 100 UI/ML  3  ML BOITE DE 5 STYLOS,1,1,0,2966,3400934878824,3400892141510,24750,3487882,3400934878824,9214151,3400892141510
6243umuline profil 30 100 iuml susp inj stylo 3 ml kwikpen,UMULINE PROFIL 30 KWIKPEN  100 UI/ML   3 ML    BOITE DE 5 STYLOS,1,1,0,2978,3400934878244,3400892141749,24766,3487824,3400934878244,9214174,3400892141749
527paralyoc 500 mg lyophilisat oral,PARALYOC 500 MG LYOPHILISAT ORAL BOITES DE 16 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,0,804,3400932902057,3400891303599,22496,3290205,3400932902057,9130359,3400891303599
